language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
python,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_4835ae2b5f87d841,18,4,5,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C042,GenericParameter,?,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C042,GenericParameter,?,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_b760cf1e1f2051a9,14,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_1240181ac0f4427e,180,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_5fde52712f65f1f4,19,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,TPK_204af2f7825b3475,70,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C042,GenericParameter,1,IMPL_780703a41fd7,00010000000000000000011000000000,GenericParam;GenericParamDecl,UASF_0305;UASF_0334,nodes.declaration;scope.binding;types.structure;validation.contract,binding.declares;binding.refers;binding.shadows;contract.requires;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;binding_refs;extensions;id;kind;name;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape;validation,binding.scope;lowering.runtime.validation;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C043,GenericInstantiation,0,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_553eb888b3a7fbc7,577,9,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_7d28ff9304778678,814,16,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_4f1c2131c9f5a75e,2309,25,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C043,GenericInstantiation,?,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_5a46f4762507a071,44,2,4,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C043,GenericInstantiation,?,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C043,GenericInstantiation,?,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_f61ae5cda7e3ffd4,3542,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_3ed1ede6a64d1886,2564,5,5,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_fa04a197747c8ebf,115,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_c556184615e1469b,70,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C043,GenericInstantiation,1,IMPL_03a45ea5ef87,00010000000000000000011000000000,Instantiation,UASF_0334,types.structure;validation.contract,contract.requires;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;extensions;id;kind;semantic_facets;source_span;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_2ed1f793bc26be4d,144,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_dc11be610038b253,1915,33,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C044,TypeConstraint,?,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C044,TypeConstraint,?,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C044,TypeConstraint,?,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C044,TypeConstraint,?,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,TPK_4de32614e67bb8c0,251,2,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C044,TypeConstraint,1,IMPL_076079f8fda0,00010000000000000000011000000000,TypeConstraint;TypeSet,UASF_0203;UASF_0334,conversion.semantics;types.origin;types.structure;validation.contract,contract.requires;conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter;validation.proves,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape;validation,lowering.runtime.validation;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
