ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
ObjCZeroArgSelector,enum_variant,include/clang/AST/DeclarationName.h,61,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
ObjCOneArgSelector,enum_variant,include/clang/AST/DeclarationName.h,62,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
ObjCMultiArgSelector,enum_variant,include/clang/AST/DeclarationName.h,63,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
CXXConstructorName,enum_variant,include/clang/AST/DeclarationName.h,64,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
CXXDestructorName,enum_variant,include/clang/AST/DeclarationName.h,65,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
StoredObjCZeroArgSelector,enum_variant,include/clang/AST/DeclarationName.h,86,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
StoredObjCOneArgSelector,enum_variant,include/clang/AST/DeclarationName.h,87,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
CCC_SelectorName,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,303,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
IK_ConstructorName,enum_variant,include/clang/Sema/DeclSpec.h,906,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
IK_DestructorName,enum_variant,include/clang/Sema/DeclSpec.h,910,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
IsCtorOrDtorName,enum_variant,lib/Sema/SemaDecl.cpp,396,cpp_ctor_initialization_order;cpp_name_lookup,2.240722
EvaluatingConstructorRAII,declaration,lib/AST/ExprConstant.cpp,689,cpp_ctor_initialization_order;cpp_raii_destructors,2.240426
Destructors,enum_variant,lib/Sema/SemaDecl.cpp,9424,cpp_ctor_initialization_order;cpp_raii_destructors,2.240426
LocalDataSize,enum_variant,include/clang/AST/TypeLoc.h,513,c_effective_type_aliasing;c_thread_local,2.237342
ForgetPartiallySubstitutedPackRAII,declaration,lib/Sema/TreeTransform.h,100,cpp_partial_specialization;cpp_raii_destructors,2.234776
Qualifiers,declaration,include/clang/AST/Type.h,141,c_effective_type_aliasing;c_qualifiers,2.233394
ObjCProtocolQualifiers,declaration,include/clang/AST/Type.h,5290,c_effective_type_aliasing;c_qualifiers,2.233394
CCC_TypeQualifiers,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,306,c_effective_type_aliasing;c_qualifiers,2.233394
CompoundStmtBitfields,declaration,include/clang/AST/Stmt.h,100,c_bitfields;c_compound_literals,2.231833
FoldOffsetRAII,declaration,lib/AST/ExprConstant.cpp,1098,cpp_fold_expressions;cpp_raii_destructors,2.227659
LinkageSpecDeclBitfields,declaration,include/clang/AST/DeclBase.h,1642,c_bitfields;c_linkage,2.227517
EK_CompoundLiteralInit,enum_variant,include/clang/Sema/Initialization.h,111,cpp_ctor_initialization_order;c_compound_literals,2.225574
ArgumentPackSubstitutionIndexRAII,declaration,include/clang/Sema/Sema.h,7310,cpp_parameter_packs;cpp_raii_destructors,2.220822
Auto,enum_variant,include/clang/AST/Type.h,1380,c_effective_type_aliasing;cpp_auto_decltype,2.218562
DecltypeType,declaration,include/clang/AST/Type.h,4129,c_effective_type_aliasing;cpp_auto_decltype,2.218562
DependentDecltypeType,declaration,include/clang/AST/Type.h,4157,c_effective_type_aliasing;cpp_auto_decltype,2.218562
AutoType,declaration,include/clang/AST/Type.h,4632,c_effective_type_aliasing;cpp_auto_decltype,2.218562
DecltypeTypeLoc,declaration,include/clang/AST/TypeLoc.h,1853,c_effective_type_aliasing;cpp_auto_decltype,2.218562
DecltypeTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,1854,c_effective_type_aliasing;cpp_auto_decltype,2.218562
AutoTypeLoc,declaration,include/clang/AST/TypeLoc.h,1909,c_effective_type_aliasing;cpp_auto_decltype,2.218562
DiagCtor,enum_variant,lib/Sema/SemaCoroutine.cpp,220,cpp_ctor_initialization_order;cpp_coroutine_lowering,2.213661
CoawaitExprBitfields,declaration,include/clang/AST/Stmt.h,288,c_bitfields;cpp_co_await,2.207927
simplify_type,declaration,include/clang/AST/CanonicalType.h,368,c_effective_type_aliasing;cpp_impl_defined,2.200528
SimplifiedTypeClass,declaration,include/clang/Sema/CodeCompleteConsumer.h,150,c_effective_type_aliasing;cpp_impl_defined,2.200528
SimpleTransformVisitor,declaration,lib/AST/Type.cpp,725,c_effective_type_aliasing;cpp_impl_defined,2.200528
TSK_ImplicitInstantiation,enum_variant,lib/Sema/SemaType.cpp,7799,c_effective_type_aliasing;cpp_impl_defined,2.200528
NoexceptExpr,enum_variant,lib/Sema/SemaType.cpp,4808,c_effective_type_aliasing;cpp_noexcept,2.196958
PredefinedExpr,declaration,include/clang/AST/StmtDataCollectors.td,28,cpp_ctor_initialization_order;cpp_impl_defined,2.182877
IC_Implicit,enum_variant,include/clang/Sema/Initialization.h,570,cpp_ctor_initialization_order;cpp_impl_defined,2.182877
SimpleTypoCorrector,declaration,lib/AST/CommentSema.cpp,985,cpp_ctor_initialization_order;cpp_impl_defined,2.182877
LookupNameKind,declaration,include/clang/Sema/Sema.h,3020,cpp_name_lookup,2.181858
LookupOrdinaryName,enum_variant,include/clang/Sema/Sema.h,3024,cpp_name_lookup,2.181858
LookupTagName,enum_variant,include/clang/Sema/Sema.h,3027,cpp_name_lookup,2.181858
LookupNestedNameSpecifierName,enum_variant,include/clang/Sema/Sema.h,3040,cpp_name_lookup,2.181858
LookupNamespaceName,enum_variant,include/clang/Sema/Sema.h,3044,cpp_name_lookup,2.181858
LookupUsingDeclName,enum_variant,include/clang/Sema/Sema.h,3048,cpp_name_lookup,2.181858
LookupObjCProtocolName,enum_variant,include/clang/Sema/Sema.h,3058,cpp_name_lookup,2.181858
LookupOMPReductionName,enum_variant,include/clang/Sema/Sema.h,3062,cpp_name_lookup,2.181858
LookupOrdinaryName,enum_variant,lib/Sema/SemaDeclCXX.cpp,13752,cpp_name_lookup,2.181858
LookupOrdinaryName,enum_variant,lib/Sema/SemaDeclObjC.cpp,1152,cpp_name_lookup,2.181858
AssociatedNamespaces,enum_variant,lib/Sema/SemaLookup.cpp,3306,cpp_name_lookup,2.181858
ShadowContextRAII,declaration,lib/Sema/SemaLookup.cpp,3387,cpp_name_lookup;cpp_raii_destructors,2.181562
ShadowContextRAII,declaration,lib/Sema/SemaLookup.cpp,3434,cpp_name_lookup;cpp_raii_destructors,2.181562
CharacterLiteralBitfields,declaration,include/clang/AST/Stmt.h,151,c_bitfields;c_char_signedness,2.177395
CharacterLiteral,declaration,include/clang/AST/StmtDataCollectors.td,100,cpp_ctor_initialization_order;c_char_signedness,2.171136
FK_IncompatWideStringIntoWideChar,enum_variant,include/clang/Sema/Initialization.h,978,cpp_ctor_initialization_order;c_char_signedness,2.171136
FK_PlainStringIntoUTF8Char,enum_variant,include/clang/Sema/Initialization.h,981,cpp_ctor_initialization_order;c_char_signedness,2.171136
FK_UTF8StringIntoPlainChar,enum_variant,include/clang/Sema/Initialization.h,984,cpp_ctor_initialization_order;c_char_signedness,2.171136
CompoundScopeRAII,declaration,include/clang/Sema/Sema.h,3683,cpp_raii_destructors;c_compound_literals,2.166414
LookupRedeclarationWithLinkage,enum_variant,include/clang/Sema/Sema.h,3053,cpp_name_lookup;c_linkage,2.162394
FindLocalExternScope,declaration,lib/Sema/SemaLookup.cpp,1033,cpp_name_lookup;c_thread_local,2.160827
CCC_MacroName,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,282,cpp_name_lookup;cpp_preprocessor_macro,2.147879
CCC_MacroNameUse,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,286,cpp_name_lookup;cpp_preprocessor_macro,2.147879
LookupObjCImplicitSelfParam,enum_variant,include/clang/Sema/Sema.h,3060,cpp_name_lookup;cpp_impl_defined,2.124013
DiagAutoRet,enum_variant,lib/Sema/SemaCoroutine.cpp,226,cpp_coroutine_lowering;cpp_auto_decltype,2.114986
PragmaStackSentinelRAII,declaration,include/clang/Sema/Sema.h,472,cpp_raii_destructors;cpp_stack_unwind,2.112916
CaptureRegionUnwinderRAII,declaration,lib/Sema/SemaOpenMP.cpp,2629,cpp_raii_destructors;cpp_stack_unwind,2.112916
DiagConstexpr,enum_variant,lib/Sema/SemaCoroutine.cpp,225,cpp_coroutine_lowering;cpp_constexpr,2.104850
NSNumberWithUnsignedChar,enum_variant,include/clang/AST/NSAPI.h,180,c_signed_overflow_ub;c_char_signedness,2.072256
CXXDeductionGuideDecl,declaration,include/clang/AST/DeclCXX.h,1990,cpp_template_deduction,1.231311
DeductionFailureInfo,declaration,include/clang/Sema/Sema.h,199,cpp_template_deduction,1.231311
TDK_MiscellaneousDeductionFailure,enum_variant,include/clang/Sema/Sema.h,6943,cpp_template_deduction,1.231311
CXXRecordDecl,declaration,include/clang/AST/BaseSubobject.h,25,cpp_object_representation,1.209427
BaseSubobject,declaration,include/clang/AST/BaseSubobject.h,30,cpp_object_representation,1.209427
SubobjectAdjustment,declaration,include/clang/AST/Expr.h,60,cpp_object_representation,1.209427
PseudoObjectExpr,declaration,include/clang/AST/Expr.h,5096,cpp_object_representation,1.209427
ClassId_NSObject,enum_variant,include/clang/AST/NSAPI.h,31,cpp_object_representation,1.209427
NSArr_initWithObjects,enum_variant,include/clang/AST/NSAPI.h,83,cpp_object_representation,1.209427
NSArr_objectAtIndex,enum_variant,include/clang/AST/NSAPI.h,84,cpp_object_representation,1.209427
NSMutableArr_replaceObjectAtIndex,enum_variant,include/clang/AST/NSAPI.h,85,cpp_object_representation,1.209427
NSMutableArr_addObject,enum_variant,include/clang/AST/NSAPI.h,86,cpp_object_representation,1.209427
NSMutableArr_insertObjectAtIndex,enum_variant,include/clang/AST/NSAPI.h,87,cpp_object_representation,1.209427
NSDict_dictionaryWithObjectForKey,enum_variant,include/clang/AST/NSAPI.h,103,cpp_object_representation,1.209427
NSDict_dictionaryWithObjectsForKeys,enum_variant,include/clang/AST/NSAPI.h,104,cpp_object_representation,1.209427
NSDict_dictionaryWithObjectsForKeysCount,enum_variant,include/clang/AST/NSAPI.h,105,cpp_object_representation,1.209427
NSDict_dictionaryWithObjectsAndKeys,enum_variant,include/clang/AST/NSAPI.h,106,cpp_object_representation,1.209427
NSDict_initWithObjectsAndKeys,enum_variant,include/clang/AST/NSAPI.h,108,cpp_object_representation,1.209427
NSDict_initWithObjectsForKeys,enum_variant,include/clang/AST/NSAPI.h,109,cpp_object_representation,1.209427
NSDict_objectForKey,enum_variant,include/clang/AST/NSAPI.h,110,cpp_object_representation,1.209427
NSMutableDict_setObjectForKey,enum_variant,include/clang/AST/NSAPI.h,111,cpp_object_representation,1.209427
NSMutableDict_setObjectForKeyedSubscript,enum_variant,include/clang/AST/NSAPI.h,112,cpp_object_representation,1.209427
NSMutableSet_addObject,enum_variant,include/clang/AST/NSAPI.h,126,cpp_object_representation,1.209427
CCD_ObjectQualifierMatch,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,112,cpp_object_representation,1.209427
STC_ObjectiveC,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,155,cpp_object_representation,1.209427
WeakObjectProfileTy,declaration,include/clang/Sema/ScopeInfo.h,237,cpp_object_representation,1.209427
PseudoObjectExpr,declaration,include/clang/Sema/Sema.h,166,cpp_object_representation,1.209427
CheckSubobjectKind,declaration,lib/AST/ExprConstant.cpp,221,cpp_object_representation,1.209427
SubobjectDesignator,declaration,lib/AST/ExprConstant.cpp,227,cpp_object_representation,1.209427
CompleteObject,declaration,lib/AST/ExprConstant.cpp,2769,cpp_object_representation,1.209427
ExtractSubobjectHandler,declaration,lib/AST/ExprConstant.cpp,2965,cpp_object_representation,1.209427
ModifySubobjectHandler,declaration,lib/AST/ExprConstant.cpp,3005,cpp_object_representation,1.209427
IncDecSubobjectHandler,declaration,lib/AST/ExprConstant.cpp,3510,cpp_object_representation,1.209427
TrivialSubobjectKind,declaration,lib/Sema/SemaDeclCXX.cpp,7371,cpp_object_representation,1.209427
CK_ARCProduceObject,enum_variant,lib/Sema/SemaExprObjC.cpp,4457,cpp_object_representation,1.209427
StructuredSubobjectInitList,enum_variant,lib/Sema/SemaInit.cpp,937,cpp_object_representation,1.209427
CK_ObjCObjectLValueCast,enum_variant,lib/Sema/SemaInit.cpp,7841,cpp_object_representation,1.209427
Rebuilder,declaration,lib/Sema/SemaPseudoObject.cpp,47,cpp_object_representation,1.209427
NewBase,enum_variant,lib/Sema/SemaPseudoObject.cpp,101,cpp_object_representation,1.209427
PseudoOpBuilder,declaration,lib/Sema/SemaPseudoObject.cpp,188,cpp_object_representation,1.209427
ObjCPropertyOpBuilder,declaration,lib/Sema/SemaPseudoObject.cpp,273,cpp_object_representation,1.209427
ObjCSubscriptOpBuilder,declaration,lib/Sema/SemaPseudoObject.cpp,313,cpp_object_representation,1.209427
MSPropertyOpBuilder,declaration,lib/Sema/SemaPseudoObject.cpp,343,cpp_object_representation,1.209427
OK_Ordinary,enum_variant,lib/Sema/SemaPseudoObject.cpp,477,cpp_object_representation,1.209427
GenericLoc,enum_variant,lib/Sema/SemaPseudoObject.cpp,813,cpp_object_representation,1.209427
SC_None,enum_variant,lib/Sema/SemaPseudoObject.cpp,1212,cpp_object_representation,1.209427
SC_None,enum_variant,lib/Sema/SemaPseudoObject.cpp,1316,cpp_object_representation,1.209427
SC_None,enum_variant,lib/Sema/SemaPseudoObject.cpp,1326,cpp_object_representation,1.209427
GenericLoc,enum_variant,lib/Sema/SemaPseudoObject.cpp,1401,cpp_object_representation,1.209427
GenericLoc,enum_variant,lib/Sema/SemaPseudoObject.cpp,1426,cpp_object_representation,1.209427
AtIndexSetter,enum_variant,lib/Sema/SemaPseudoObject.cpp,1428,cpp_object_representation,1.209427
ObjectTy,enum_variant,lib/Sema/TreeTransform.h,11185,cpp_object_representation,1.209427
MaterializeTemporaryExpr,declaration,include/clang/AST/ASTContext.h,101,cpp_temp_materialization,1.207779
MaterializeTemporaryExpr,declaration,include/clang/AST/Expr.h,46,cpp_temp_materialization,1.207779
LV_ClassTemporary,enum_variant,include/clang/AST/Expr.h,262,cpp_temp_materialization,1.207779
MLV_ClassTemporary,enum_variant,include/clang/AST/Expr.h,284,cpp_temp_materialization,1.207779
CXXTemporary,declaration,include/clang/AST/ExprCXX.h,1185,cpp_temp_materialization,1.207779
CXXBindTemporaryExpr,declaration,include/clang/AST/ExprCXX.h,1217,cpp_temp_materialization,1.207779
MaterializeTemporaryExpr,declaration,include/clang/AST/ExprCXX.h,4077,cpp_temp_materialization,1.207779
CXXBindTemporaryExpr,declaration,include/clang/Sema/Sema.h,85,cpp_temp_materialization,1.207779
CXXTemporary,declaration,include/clang/Sema/Sema.h,95,cpp_temp_materialization,1.207779
TemporaryExprEvaluator,declaration,lib/AST/ExprConstant.cpp,6824,cpp_temp_materialization,1.207779
TempParams,enum_variant,lib/Sema/SemaDeclCXX.cpp,14147,cpp_temp_materialization,1.207779
TemporaryBase,declaration,lib/Sema/TreeTransform.h,176,cpp_temp_materialization,1.207779
CXXOperatorCallExpr,declaration,include/clang/AST/Expr.h,42,cpp_operator_overload,1.204964
UnaryOperator,declaration,include/clang/AST/Expr.h,1784,cpp_operator_overload,1.204964
BinaryOperator,declaration,include/clang/AST/Expr.h,3102,cpp_operator_overload,1.204964
AbstractConditionalOperator,declaration,include/clang/AST/Expr.h,3350,cpp_operator_overload,1.204964
ConditionalOperator,declaration,include/clang/AST/Expr.h,3392,cpp_operator_overload,1.204964
BinaryConditionalOperator,declaration,include/clang/AST/Expr.h,3465,cpp_operator_overload,1.204964
CXXOperatorCallExpr,declaration,include/clang/AST/ExprCXX.h,78,cpp_operator_overload,1.204964
LiteralOperatorKind,declaration,include/clang/AST/ExprCXX.h,495,cpp_operator_overload,1.204964
BinaryOperatorKind,declaration,include/clang/AST/OperationKinds.h,26,cpp_operator_overload,1.204964
UnaryOperatorKind,declaration,include/clang/AST/OperationKinds.h,31,cpp_operator_overload,1.204964
IK_OperatorFunctionId,enum_variant,include/clang/Sema/DeclSpec.h,900,cpp_operator_overload,1.204964
IK_LiteralOperatorId,enum_variant,include/clang/Sema/DeclSpec.h,904,cpp_operator_overload,1.204964
NotABinaryOperator,enum_variant,lib/Sema/SemaOpenMP.cpp,5981,cpp_operator_overload,1.204964
ASTRecordLayout,declaration,include/clang/AST/ASTContext.h,87,cpp_multiple_inheritance_layout,1.186667
MultipleDC,declaration,include/clang/AST/DeclBase.h,244,cpp_multiple_inheritance_layout,1.186667
ASTContext,declaration,include/clang/AST/RecordLayout.h,29,cpp_multiple_inheritance_layout,1.186667
CXXRecordDecl,declaration,include/clang/AST/RecordLayout.h,30,cpp_multiple_inheritance_layout,1.186667
ASTRecordLayout,declaration,include/clang/AST/RecordLayout.h,39,cpp_multiple_inheritance_layout,1.186667
VBaseInfo,declaration,include/clang/AST/RecordLayout.h,41,cpp_multiple_inheritance_layout,1.186667
CXXRecordLayoutInfo,declaration,include/clang/AST/RecordLayout.h,86,cpp_multiple_inheritance_layout,1.186667
VTableLayout,declaration,include/clang/AST/VTableBuilder.h,233,cpp_multiple_inheritance_layout,1.186667
ASTRecordLayout,declaration,include/clang/AST/VTTBuilder.h,30,cpp_multiple_inheritance_layout,1.186667
CXXRecordDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,24,cpp_multiple_inheritance_layout,1.186667
DeclaratorDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,25,cpp_multiple_inheritance_layout,1.186667
ExternalVTableUse,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,26,cpp_multiple_inheritance_layout,1.186667
Scope,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,29,cpp_multiple_inheritance_layout,1.186667
Sema,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,30,cpp_multiple_inheritance_layout,1.186667
ValueDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,32,cpp_multiple_inheritance_layout,1.186667
VarDecl,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,33,cpp_multiple_inheritance_layout,1.186667
MultiplexExternalSemaSource,declaration,include/clang/Sema/MultiplexExternalSemaSource.h,39,cpp_multiple_inheritance_layout,1.186667
ExternalLayout,declaration,lib/AST/RecordLayoutBuilder.cpp,60,cpp_multiple_inheritance_layout,1.186667
ItaniumRecordLayoutBuilder,declaration,lib/AST/RecordLayoutBuilder.cpp,567,cpp_multiple_inheritance_layout,1.186667
MicrosoftRecordLayoutBuilder,declaration,lib/AST/RecordLayoutBuilder.cpp,2252,cpp_multiple_inheritance_layout,1.186667
ElementInfo,declaration,lib/AST/RecordLayoutBuilder.cpp,2253,cpp_multiple_inheritance_layout,1.186667
FieldRequiredAlignment,enum_variant,lib/AST/RecordLayoutBuilder.cpp,2415,cpp_multiple_inheritance_layout,1.186667
BasesWithOverriddenMethods,enum_variant,lib/AST/RecordLayoutBuilder.cpp,2884,cpp_multiple_inheritance_layout,1.186667
Base,enum_variant,lib/AST/RecordLayoutBuilder.cpp,3289,cpp_multiple_inheritance_layout,1.186667
HadMultipleCandidates,enum_variant,lib/Sema/SemaInit.cpp,5977,cpp_multiple_inheritance_layout,1.186667
HadMultipleCandidates,enum_variant,lib/Sema/SemaInit.cpp,6197,cpp_multiple_inheritance_layout,1.186667
