table_index,name,kernel,arity,go,rust,cpp,c,python,zig,julia,nim,csharp,java,kotlin,swift
449,environmentName,environment,1,go:environment:environmentName,rust:environment:environmentName,cpp:environment:environmentName,c:environment:environmentName,python:environment:environmentName,zig:environment:environmentName,julia:environment:environmentName,nim:environment:environmentName,csharp:environment:environmentName,java:environment:environmentName,kotlin:environment:environmentName,swift:environment:environmentName
450,env2list,environment,3,go:environment:env2list,rust:environment:env2list,cpp:environment:env2list,c:environment:env2list,python:environment:env2list,zig:environment:env2list,julia:environment:env2list,nim:environment:env2list,csharp:environment:env2list,java:environment:env2list,kotlin:environment:env2list,swift:environment:env2list
451,reg.finalizer,runtime,3,go:runtime:reg.finalizer,rust:runtime:reg.finalizer,cpp:runtime:reg.finalizer,c:runtime:reg.finalizer,python:runtime:reg.finalizer,zig:runtime:reg.finalizer,julia:runtime:reg.finalizer,nim:runtime:reg.finalizer,csharp:runtime:reg.finalizer,java:runtime:reg.finalizer,kotlin:runtime:reg.finalizer,swift:runtime:reg.finalizer
452,options,runtime,-1,go:runtime:options,rust:runtime:options,cpp:runtime:options,c:runtime:options,python:runtime:options,zig:runtime:options,julia:runtime:options,nim:runtime:options,csharp:runtime:options,java:runtime:options,kotlin:runtime:options,swift:runtime:options
453,getOption,environment,1,go:environment:getOption,rust:environment:getOption,cpp:environment:getOption,c:environment:getOption,python:environment:getOption,zig:environment:getOption,julia:environment:getOption,nim:environment:getOption,csharp:environment:getOption,java:environment:getOption,kotlin:environment:getOption,swift:environment:getOption
454,sink,io,4,go:io:sink,rust:io:sink,cpp:io:sink,c:io:sink,python:io:sink,zig:io:sink,julia:io:sink,nim:io:sink,csharp:io:sink,java:io:sink,kotlin:io:sink,swift:io:sink
455,sink.number,io,1,go:io:sink.number,rust:io:sink.number,cpp:io:sink.number,c:io:sink.number,python:io:sink.number,zig:io:sink.number,julia:io:sink.number,nim:io:sink.number,csharp:io:sink.number,java:io:sink.number,kotlin:io:sink.number,swift:io:sink.number
456,rapply,iteration,5,go:iteration:rapply,rust:iteration:rapply,cpp:iteration:rapply,c:iteration:rapply,python:iteration:rapply,zig:iteration:rapply,julia:iteration:rapply,nim:iteration:rapply,csharp:iteration:rapply,java:iteration:rapply,kotlin:iteration:rapply,swift:iteration:rapply
457,islistfactor,iteration,2,go:iteration:islistfactor,rust:iteration:islistfactor,cpp:iteration:islistfactor,c:iteration:islistfactor,python:iteration:islistfactor,zig:iteration:islistfactor,julia:iteration:islistfactor,nim:iteration:islistfactor,csharp:iteration:islistfactor,java:iteration:islistfactor,kotlin:iteration:islistfactor,swift:iteration:islistfactor
458,colSums,reduction,4,go:reduction:colSums,rust:reduction:colSums,cpp:reduction:colSums,c:reduction:colSums,python:reduction:colSums,zig:reduction:colSums,julia:reduction:colSums,nim:reduction:colSums,csharp:reduction:colSums,java:reduction:colSums,kotlin:reduction:colSums,swift:reduction:colSums
459,colMeans,reduction,4,go:reduction:colMeans,rust:reduction:colMeans,cpp:reduction:colMeans,c:reduction:colMeans,python:reduction:colMeans,zig:reduction:colMeans,julia:reduction:colMeans,nim:reduction:colMeans,csharp:reduction:colMeans,java:reduction:colMeans,kotlin:reduction:colMeans,swift:reduction:colMeans
460,rowSums,reduction,4,go:reduction:rowSums,rust:reduction:rowSums,cpp:reduction:rowSums,c:reduction:rowSums,python:reduction:rowSums,zig:reduction:rowSums,julia:reduction:rowSums,nim:reduction:rowSums,csharp:reduction:rowSums,java:reduction:rowSums,kotlin:reduction:rowSums,swift:reduction:rowSums
461,rowMeans,reduction,4,go:reduction:rowMeans,rust:reduction:rowMeans,cpp:reduction:rowMeans,c:reduction:rowMeans,python:reduction:rowMeans,zig:reduction:rowMeans,julia:reduction:rowMeans,nim:reduction:rowMeans,csharp:reduction:rowMeans,java:reduction:rowMeans,kotlin:reduction:rowMeans,swift:reduction:rowMeans
462,tracemem,runtime,1,go:runtime:tracemem,rust:runtime:tracemem,cpp:runtime:tracemem,c:runtime:tracemem,python:runtime:tracemem,zig:runtime:tracemem,julia:runtime:tracemem,nim:runtime:tracemem,csharp:runtime:tracemem,java:runtime:tracemem,kotlin:runtime:tracemem,swift:runtime:tracemem
463,retracemem,runtime,-1,go:runtime:retracemem,rust:runtime:retracemem,cpp:runtime:retracemem,c:runtime:retracemem,python:runtime:retracemem,zig:runtime:retracemem,julia:runtime:retracemem,nim:runtime:retracemem,csharp:runtime:retracemem,java:runtime:retracemem,kotlin:runtime:retracemem,swift:runtime:retracemem
464,untracemem,runtime,1,go:runtime:untracemem,rust:runtime:untracemem,cpp:runtime:untracemem,c:runtime:untracemem,python:runtime:untracemem,zig:runtime:untracemem,julia:runtime:untracemem,nim:runtime:untracemem,csharp:runtime:untracemem,java:runtime:untracemem,kotlin:runtime:untracemem,swift:runtime:untracemem
465,inspect,runtime,-1,go:runtime:inspect,rust:runtime:inspect,cpp:runtime:inspect,c:runtime:inspect,python:runtime:inspect,zig:runtime:inspect,julia:runtime:inspect,nim:runtime:inspect,csharp:runtime:inspect,java:runtime:inspect,kotlin:runtime:inspect,swift:runtime:inspect
466,address,runtime,1,go:runtime:address,rust:runtime:address,cpp:runtime:address,c:runtime:address,python:runtime:address,zig:runtime:address,julia:runtime:address,nim:runtime:address,csharp:runtime:address,java:runtime:address,kotlin:runtime:address,swift:runtime:address
467,named,runtime,1,go:runtime:named,rust:runtime:named,cpp:runtime:named,c:runtime:named,python:runtime:named,zig:runtime:named,julia:runtime:named,nim:runtime:named,csharp:runtime:named,java:runtime:named,kotlin:runtime:named,swift:runtime:named
468,refcnt,runtime,1,go:runtime:refcnt,rust:runtime:refcnt,cpp:runtime:refcnt,c:runtime:refcnt,python:runtime:refcnt,zig:runtime:refcnt,julia:runtime:refcnt,nim:runtime:refcnt,csharp:runtime:refcnt,java:runtime:refcnt,kotlin:runtime:refcnt,swift:runtime:refcnt
469,merge,runtime,4,go:runtime:merge,rust:runtime:merge,cpp:runtime:merge,c:runtime:merge,python:runtime:merge,zig:runtime:merge,julia:runtime:merge,nim:runtime:merge,csharp:runtime:merge,java:runtime:merge,kotlin:runtime:merge,swift:runtime:merge
470,capabilities,system,0,go:system:capabilities,rust:system:capabilities,cpp:system:capabilities,c:system:capabilities,python:system:capabilities,zig:system:capabilities,julia:system:capabilities,nim:system:capabilities,csharp:system:capabilities,java:system:capabilities,kotlin:system:capabilities,swift:system:capabilities
471,capabilitiesX11,system,0,go:system:capabilitiesX11,rust:system:capabilitiesX11,cpp:system:capabilitiesX11,c:system:capabilitiesX11,python:system:capabilitiesX11,zig:system:capabilitiesX11,julia:system:capabilitiesX11,nim:system:capabilitiesX11,csharp:system:capabilitiesX11,java:system:capabilitiesX11,kotlin:system:capabilitiesX11,swift:system:capabilitiesX11
472,new.env,environment,3,go:environment:new.env,rust:environment:new.env,cpp:environment:new.env,c:environment:new.env,python:environment:new.env,zig:environment:new.env,julia:environment:new.env,nim:environment:new.env,csharp:environment:new.env,java:environment:new.env,kotlin:environment:new.env,swift:environment:new.env
473,parent.env,environment,1,go:environment:parent.env,rust:environment:parent.env,cpp:environment:parent.env,c:environment:parent.env,python:environment:parent.env,zig:environment:parent.env,julia:environment:parent.env,nim:environment:parent.env,csharp:environment:parent.env,java:environment:parent.env,kotlin:environment:parent.env,swift:environment:parent.env
474,parent.env<-,replacement,2,go:replacement:parent.env<-,rust:replacement:parent.env<-,cpp:replacement:parent.env<-,c:replacement:parent.env<-,python:replacement:parent.env<-,zig:replacement:parent.env<-,julia:replacement:parent.env<-,nim:replacement:parent.env<-,csharp:replacement:parent.env<-,java:replacement:parent.env<-,kotlin:replacement:parent.env<-,swift:replacement:parent.env<-
475,topenv,environment,2,go:environment:topenv,rust:environment:topenv,cpp:environment:topenv,c:environment:topenv,python:environment:topenv,zig:environment:topenv,julia:environment:topenv,nim:environment:topenv,csharp:environment:topenv,java:environment:topenv,kotlin:environment:topenv,swift:environment:topenv
476,l10n_info,system,0,go:system:l10n_info,rust:system:l10n_info,cpp:system:l10n_info,c:system:l10n_info,python:system:l10n_info,zig:system:l10n_info,julia:system:l10n_info,nim:system:l10n_info,csharp:system:l10n_info,java:system:l10n_info,kotlin:system:l10n_info,swift:system:l10n_info
477,Cstack_info,system,0,go:system:Cstack_info,rust:system:Cstack_info,cpp:system:Cstack_info,c:system:Cstack_info,python:system:Cstack_info,zig:system:Cstack_info,julia:system:Cstack_info,nim:system:Cstack_info,csharp:system:Cstack_info,java:system:Cstack_info,kotlin:system:Cstack_info,swift:system:Cstack_info
478,mmap_file,io,-1,go:io:mmap_file,rust:io:mmap_file,cpp:io:mmap_file,c:io:mmap_file,python:io:mmap_file,zig:io:mmap_file,julia:io:mmap_file,nim:io:mmap_file,csharp:io:mmap_file,java:io:mmap_file,kotlin:io:mmap_file,swift:io:mmap_file
479,munmap_file,io,1,go:io:munmap_file,rust:io:munmap_file,cpp:io:munmap_file,c:io:munmap_file,python:io:munmap_file,zig:io:munmap_file,julia:io:munmap_file,nim:io:munmap_file,csharp:io:munmap_file,java:io:munmap_file,kotlin:io:munmap_file,swift:io:munmap_file
480,wrap_meta,runtime,3,go:runtime:wrap_meta,rust:runtime:wrap_meta,cpp:runtime:wrap_meta,c:runtime:wrap_meta,python:runtime:wrap_meta,zig:runtime:wrap_meta,julia:runtime:wrap_meta,nim:runtime:wrap_meta,csharp:runtime:wrap_meta,java:runtime:wrap_meta,kotlin:runtime:wrap_meta,swift:runtime:wrap_meta
481,tryWrap,runtime,1,go:runtime:tryWrap,rust:runtime:tryWrap,cpp:runtime:tryWrap,c:runtime:tryWrap,python:runtime:tryWrap,zig:runtime:tryWrap,julia:runtime:tryWrap,nim:runtime:tryWrap,csharp:runtime:tryWrap,java:runtime:tryWrap,kotlin:runtime:tryWrap,swift:runtime:tryWrap
482,altrep_class,attribute,1,go:attribute:altrep_class,rust:attribute:altrep_class,cpp:attribute:altrep_class,c:attribute:altrep_class,python:attribute:altrep_class,zig:attribute:altrep_class,julia:attribute:altrep_class,nim:attribute:altrep_class,csharp:attribute:altrep_class,java:attribute:altrep_class,kotlin:attribute:altrep_class,swift:attribute:altrep_class
483,file.show,io,5,go:io:file.show,rust:io:file.show,cpp:io:file.show,c:io:file.show,python:io:file.show,zig:io:file.show,julia:io:file.show,nim:io:file.show,csharp:io:file.show,java:io:file.show,kotlin:io:file.show,swift:io:file.show
484,file.create,io,2,go:io:file.create,rust:io:file.create,cpp:io:file.create,c:io:file.create,python:io:file.create,zig:io:file.create,julia:io:file.create,nim:io:file.create,csharp:io:file.create,java:io:file.create,kotlin:io:file.create,swift:io:file.create
485,file.remove,environment,1,go:environment:file.remove,rust:environment:file.remove,cpp:environment:file.remove,c:environment:file.remove,python:environment:file.remove,zig:environment:file.remove,julia:environment:file.remove,nim:environment:file.remove,csharp:environment:file.remove,java:environment:file.remove,kotlin:environment:file.remove,swift:environment:file.remove
486,file.rename,io,2,go:io:file.rename,rust:io:file.rename,cpp:io:file.rename,c:io:file.rename,python:io:file.rename,zig:io:file.rename,julia:io:file.rename,nim:io:file.rename,csharp:io:file.rename,java:io:file.rename,kotlin:io:file.rename,swift:io:file.rename
487,file.append,io,2,go:io:file.append,rust:io:file.append,cpp:io:file.append,c:io:file.append,python:io:file.append,zig:io:file.append,julia:io:file.append,nim:io:file.append,csharp:io:file.append,java:io:file.append,kotlin:io:file.append,swift:io:file.append
488,file.symlink,io,2,go:io:file.symlink,rust:io:file.symlink,cpp:io:file.symlink,c:io:file.symlink,python:io:file.symlink,zig:io:file.symlink,julia:io:file.symlink,nim:io:file.symlink,csharp:io:file.symlink,java:io:file.symlink,kotlin:io:file.symlink,swift:io:file.symlink
489,file.link,io,2,go:io:file.link,rust:io:file.link,cpp:io:file.link,c:io:file.link,python:io:file.link,zig:io:file.link,julia:io:file.link,nim:io:file.link,csharp:io:file.link,java:io:file.link,kotlin:io:file.link,swift:io:file.link
490,file.copy,io,6,go:io:file.copy,rust:io:file.copy,cpp:io:file.copy,c:io:file.copy,python:io:file.copy,zig:io:file.copy,julia:io:file.copy,nim:io:file.copy,csharp:io:file.copy,java:io:file.copy,kotlin:io:file.copy,swift:io:file.copy
491,list.files,io,9,go:io:list.files,rust:io:list.files,cpp:io:list.files,c:io:list.files,python:io:list.files,zig:io:list.files,julia:io:list.files,nim:io:list.files,csharp:io:list.files,java:io:list.files,kotlin:io:list.files,swift:io:list.files
492,list.dirs,io,3,go:io:list.dirs,rust:io:list.dirs,cpp:io:list.dirs,c:io:list.dirs,python:io:list.dirs,zig:io:list.dirs,julia:io:list.dirs,nim:io:list.dirs,csharp:io:list.dirs,java:io:list.dirs,kotlin:io:list.dirs,swift:io:list.dirs
493,file.exists,io,1,go:io:file.exists,rust:io:file.exists,cpp:io:file.exists,c:io:file.exists,python:io:file.exists,zig:io:file.exists,julia:io:file.exists,nim:io:file.exists,csharp:io:file.exists,java:io:file.exists,kotlin:io:file.exists,swift:io:file.exists
494,file.choose,io,1,go:io:file.choose,rust:io:file.choose,cpp:io:file.choose,c:io:file.choose,python:io:file.choose,zig:io:file.choose,julia:io:file.choose,nim:io:file.choose,csharp:io:file.choose,java:io:file.choose,kotlin:io:file.choose,swift:io:file.choose
495,file.info,io,2,go:io:file.info,rust:io:file.info,cpp:io:file.info,c:io:file.info,python:io:file.info,zig:io:file.info,julia:io:file.info,nim:io:file.info,csharp:io:file.info,java:io:file.info,kotlin:io:file.info,swift:io:file.info
496,file.access,io,2,go:io:file.access,rust:io:file.access,cpp:io:file.access,c:io:file.access,python:io:file.access,zig:io:file.access,julia:io:file.access,nim:io:file.access,csharp:io:file.access,java:io:file.access,kotlin:io:file.access,swift:io:file.access
497,dir.exists,io,1,go:io:dir.exists,rust:io:dir.exists,cpp:io:dir.exists,c:io:dir.exists,python:io:dir.exists,zig:io:dir.exists,julia:io:dir.exists,nim:io:dir.exists,csharp:io:dir.exists,java:io:dir.exists,kotlin:io:dir.exists,swift:io:dir.exists
498,dir.create,io,4,go:io:dir.create,rust:io:dir.create,cpp:io:dir.create,c:io:dir.create,python:io:dir.create,zig:io:dir.create,julia:io:dir.create,nim:io:dir.create,csharp:io:dir.create,java:io:dir.create,kotlin:io:dir.create,swift:io:dir.create
499,tempfile,io,3,go:io:tempfile,rust:io:tempfile,cpp:io:tempfile,c:io:tempfile,python:io:tempfile,zig:io:tempfile,julia:io:tempfile,nim:io:tempfile,csharp:io:tempfile,java:io:tempfile,kotlin:io:tempfile,swift:io:tempfile
500,tempdir,io,1,go:io:tempdir,rust:io:tempdir,cpp:io:tempdir,c:io:tempdir,python:io:tempdir,zig:io:tempdir,julia:io:tempdir,nim:io:tempdir,csharp:io:tempdir,java:io:tempdir,kotlin:io:tempdir,swift:io:tempdir
501,R.home,system,0,go:system:R.home,rust:system:R.home,cpp:system:R.home,c:system:R.home,python:system:R.home,zig:system:R.home,julia:system:R.home,nim:system:R.home,csharp:system:R.home,java:system:R.home,kotlin:system:R.home,swift:system:R.home
502,date,system,0,go:system:date,rust:system:date,cpp:system:date,c:system:date,python:system:date,zig:system:date,julia:system:date,nim:system:date,csharp:system:date,java:system:date,kotlin:system:date,swift:system:date
503,Sys.getenv,environment,2,go:environment:Sys.getenv,rust:environment:Sys.getenv,cpp:environment:Sys.getenv,c:environment:Sys.getenv,python:environment:Sys.getenv,zig:environment:Sys.getenv,julia:environment:Sys.getenv,nim:environment:Sys.getenv,csharp:environment:Sys.getenv,java:environment:Sys.getenv,kotlin:environment:Sys.getenv,swift:environment:Sys.getenv
504,Sys.setenv,environment,2,go:environment:Sys.setenv,rust:environment:Sys.setenv,cpp:environment:Sys.setenv,c:environment:Sys.setenv,python:environment:Sys.setenv,zig:environment:Sys.setenv,julia:environment:Sys.setenv,nim:environment:Sys.setenv,csharp:environment:Sys.setenv,java:environment:Sys.setenv,kotlin:environment:Sys.setenv,swift:environment:Sys.setenv
505,Sys.unsetenv,environment,1,go:environment:Sys.unsetenv,rust:environment:Sys.unsetenv,cpp:environment:Sys.unsetenv,c:environment:Sys.unsetenv,python:environment:Sys.unsetenv,zig:environment:Sys.unsetenv,julia:environment:Sys.unsetenv,nim:environment:Sys.unsetenv,csharp:environment:Sys.unsetenv,java:environment:Sys.unsetenv,kotlin:environment:Sys.unsetenv,swift:environment:Sys.unsetenv
506,getwd,environment,0,go:environment:getwd,rust:environment:getwd,cpp:environment:getwd,c:environment:getwd,python:environment:getwd,zig:environment:getwd,julia:environment:getwd,nim:environment:getwd,csharp:environment:getwd,java:environment:getwd,kotlin:environment:getwd,swift:environment:getwd
507,setwd,runtime,1,go:runtime:setwd,rust:runtime:setwd,cpp:runtime:setwd,c:runtime:setwd,python:runtime:setwd,zig:runtime:setwd,julia:runtime:setwd,nim:runtime:setwd,csharp:runtime:setwd,java:runtime:setwd,kotlin:runtime:setwd,swift:runtime:setwd
508,basename,runtime,1,go:runtime:basename,rust:runtime:basename,cpp:runtime:basename,c:runtime:basename,python:runtime:basename,zig:runtime:basename,julia:runtime:basename,nim:runtime:basename,csharp:runtime:basename,java:runtime:basename,kotlin:runtime:basename,swift:runtime:basename
