language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
rust:negative_literal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:never_type,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:or_pattern,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:ordered_field_declaration_list,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:pointer_type,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:qualified_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:range_expression,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:range_pattern,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:raw_string_literal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
rust:ref_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:reference_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:reference_pattern,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:reference_type,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:remaining_field_pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:removed_trait_bound,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:return_expression,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
rust:scoped_identifier,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:scoped_type_identifier,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:scoped_type_identifier_in_expression_position,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:scoped_use_list,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:self,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:self_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:shebang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust:shorthand_field_initializer,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
rust:slice_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:source_file,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
rust:static_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:string_literal,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
rust:struct_expression,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
rust:struct_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:struct_pattern,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:super,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:token_binding_pattern,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:token_repetition,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
rust:token_repetition_pattern,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0
rust:token_tree,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:token_tree_pattern,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:trait_bounds,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:trait_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:try_block,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:try_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:tuple_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:tuple_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:tuple_struct_pattern,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:tuple_type,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:type_arguments,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1
rust:type_binding,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:type_cast_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
rust:type_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:type_parameter,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:type_parameters,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
rust:unary_expression,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:union_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:unit_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rust:unit_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rust:unsafe_block,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:use_as_clause,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:use_bounds,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1
rust:use_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:use_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:use_wildcard,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:variadic_parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:visibility_modifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:where_clause,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
rust:where_predicate,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:while_expression,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:yield_expression,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
swift:_additive_operator,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_annotated_inheritance_specifier,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:_arrow_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_as_bang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_as_quest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_assignment_and_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_async_keyword,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_async_modifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
swift:_attribute_argument,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
swift:_availability_argument,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:_await_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_basic_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_binary_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_binding_kind_and_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_binding_pattern,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_binding_pattern_no_expr,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_binding_pattern_with_expr,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_bitwise_binary_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_block,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
swift:_bodyless_function_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_bound_identifier,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
swift:_case_pattern,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_class_member_declarations,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:_class_member_separator,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_comparison_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_compilation_condition,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
swift:_conjunction_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_constrained_type,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:_constructor_value_arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:_consume_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_contextual_simple_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_dictionary_literal_item,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:_direct_or_indirect_binding,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_discard_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_disjunction_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_dot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_double_optional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_else_options,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_enum_entry_suffix,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:_eq_eq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_equal_sign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_equality_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_escaped_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift:_expr_hack_at_ternary_binary_suffix,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
swift:_expression,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
swift:_expression_with_willset_didset,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
swift:_expression_without_willset_didset,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:_extended_regex_literal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
swift:_fn_call_lambda_arguments,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:_for_statement_collection,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_function_value_parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:_function_value_parameters,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
swift:_getter_effects,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:_global_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_hash_symbol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_if_condition_sequence_item,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_if_let_binding,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_immediate_quest,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
swift:_import_kind,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_inheritance_specifiers,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
swift:_interpolation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_interpolation_contents,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:_is_operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_key_path_component,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0
swift:_key_path_postfixes,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:_labeled_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_lambda_type_declaration,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
swift:_line_string_content,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_local_class_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_local_declaration,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_local_function_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_local_property_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_local_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_local_typealias_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_locally_permitted_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_locally_permitted_modifiers,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:_macro_head,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_macro_signature,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_modifierless_class_declaration,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:_modifierless_function_declaration,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:_modifierless_function_declaration_no_body,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:_modifierless_property_declaration,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
swift:_modifierless_typealias_declaration,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:_multi_line_string_content,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_multiline_regex_literal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
swift:_multiplicative_operator,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
swift:_navigable_type_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_nil_coalescing_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_no_expr_pattern_already_bound,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_non_binding_pattern_with_expr,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_non_constructor_function_decl,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:_non_local_scope_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_oneline_regex_literal,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
swift:_open_ended_range_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_optionally_valueful_control_keyword,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_parameter_ownership_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_parenthesized_type,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:_possibly_async_binding_pattern_kind,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_possibly_implicitly_unwrapped_type,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
swift:_postfix_unary_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_prefix_unary_operator,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
swift:_primary_expression,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
swift:_protocol_member_declaration,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:_protocol_member_declarations,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:_quest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_range_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_referenceable_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:_semi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_simple_user_type,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
swift:_single_modifierless_property_declaration,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:_string_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_three_dot_operator,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:_throw_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:_top_level_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_try_operator_type,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
swift:_tuple_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:_tuple_pattern_item,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_tuple_type_item_identifier,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
swift:_type,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:_type_casting_pattern,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:_type_level_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_type_parameter_possibly_packed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_unannotated_type,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
swift:_unary_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:_uni_character_literal,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
swift:_universally_allowed_pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:additive_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:array_literal,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:array_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:as_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:as_operator,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:assignment,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:associatedtype_declaration,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:attribute,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:availability_condition,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:await_expression,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
swift:bang,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:bin_literal,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
swift:bitwise_operation,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:boolean_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:bracket_qualified_type,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
swift:call_expression,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
swift:call_suffix,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
swift:capture_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:capture_list_item,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
swift:catch_block,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:check_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:class_body,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:class_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:comment,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
swift:comparison_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:computed_getter,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:computed_modify,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:computed_property,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:computed_setter,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:conjunction_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:constructor_expression,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
swift:constructor_suffix,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
swift:consume_expression,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
swift:control_transfer_statement,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:custom_operator,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
swift:deinit_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:deprecated_operator_declaration_body,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:diagnostic,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
swift:dictionary_literal,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:dictionary_type,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:didset_clause,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:directive,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
swift:directly_assignable_expression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:discard_statement,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
swift:disjunction_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:do_statement,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
swift:enum_class_body,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:enum_entry,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:enum_type_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:equality_constraint,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
swift:equality_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:existential_type,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
swift:expr_hack_at_ternary_binary_call,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:expr_hack_at_ternary_binary_call_suffix,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
swift:external_macro_definition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:for_statement,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
swift:for_statement_await,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:function_body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
swift:function_declaration,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:function_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:function_type,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:getter_specifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:guard_statement,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
swift:hex_literal,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
swift:identifier,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
swift:if_statement,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
swift:import_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:infix_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:inheritance_constraint,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:inheritance_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:inheritance_specifier,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
swift:init_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
swift:key_path_expression,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
swift:key_path_string_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:lambda_function_type,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
swift:lambda_function_type_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:lambda_literal,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
swift:lambda_parameter,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
swift:line_str_text,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift:line_string_literal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:macro_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:macro_definition,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:macro_invocation,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
swift:member_modifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
swift:metatype,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:modifiers,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
swift:modify_specifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:multi_line_str_text,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift:multi_line_string_literal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
swift:multiplicative_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:mutation_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:navigation_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:navigation_suffix,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
swift:nil_coalescing_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:nil_literal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:oct_literal,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
swift:opaque_type,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
swift:open_end_range_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:open_start_range_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:operator_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:optional_type,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
swift:ownership_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
swift:parameter_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
swift:parameter_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:playground_literal,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:postfix_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
swift:precedence_group_attribute,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:precedence_group_attributes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
swift:precedence_group_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:prefix_expression,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
swift:property_behavior_modifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:property_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
swift:property_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
swift:protocol_body,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:protocol_composition_type,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
swift:protocol_declaration,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
swift:protocol_property_declaration,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:protocol_property_requirements,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
swift:range_expression,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
swift:raw_str_interpolation,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
swift:raw_str_interpolation_start,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift:raw_string_literal,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
swift:real_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
